date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-09-03,1617.T,open,BUY,3.7257620549515136,40220.0,40260.219999999994,10.0
2025-09-03,1617.T,close,SELL,3.7257620549515136,39920.0,39880.08,10.0
2025-09-03,1621.T,open,BUY,5.626061567492017,26635.0,26661.635,10.0
2025-09-03,1621.T,close,SELL,5.626061567492017,26525.0,26498.475,10.0
2025-09-03,1627.T,open,BUY,14.408668254822102,10400.0,10410.4,10.0
2025-09-03,1627.T,close,SELL,14.408668254822102,10115.0,10104.885,10.0
2025-09-03,1630.T,open,BUY,4.398302020843847,34070.0,34104.07,10.0
2025-09-03,1630.T,close,SELL,4.398302020843847,34150.0,34115.85,10.0
2025-09-03,1633.T,open,BUY,3.2365043164179235,46300.0,46346.299999999996,10.0
2025-09-03,1633.T,close,SELL,3.2365043164179235,46150.0,46103.85,10.0
